,name,auc,nums,prec_@recall=0.6,f1_s_@recall=0.6,thre_@recall=0.6,prec_@recall=0.65,f1_s_@recall=0.65,thre_@recall=0.65,prec_@recall=0.7,f1_s_@recall=0.7,thre_@recall=0.7,prec_@recall=0.75,f1_s_@recall=0.75,thre_@recall=0.75,prec_@recall=0.8,f1_s_@recall=0.8,thre_@recall=0.8,prec_@recall=0.85,f1_s_@recall=0.85,thre_@recall=0.85,prec_@recall=0.9,f1_s_@recall=0.9,thre_@recall=0.9,precison_bset,recall_best,thresh_best,f1_score_best
10,兴趣爱好_绘画,0.9541767131012053,782.0,0.3152246814218645,0.4135503739551254,0.07411442697048187,0.26817702845100105,0.3798507462686567,0.0493878573179245,0.19515669515669515,0.3052924791086351,0.02511376142501831,0.156951871657754,0.25961963732861565,0.015438476577401161,0.11930627024966647,0.20766296234864823,0.0089401975274086,0.07300472060599407,0.13446567586694974,0.0038215292152017355,0.04456542381464835,0.0849267145183666,0.001622800133191049,0.5749588138385503,0.4462915601023018,0.30991838629116863,0.5025197984161268
11,兴趣爱好_鉴宝,0.9921383396526988,601.0,0.8574821852731591,0.7064579256360078,0.8445709347724915,0.8283898305084746,0.7287977632805219,0.7448049187660217,0.8034351145038168,0.7484444444444445,0.6181560754776001,0.7579831932773109,0.754180602006689,0.4094281792640686,0.6708507670850767,0.7298937784522003,0.20863813161849976,0.5603070175438597,0.6754791804362195,0.09536708891391754,0.41109422492401215,0.5644235785080856,0.03448735922574997,0.8048780487804879,0.7138103161397671,0.5899786892520338,0.7566137566137566
12,兴趣爱好_魔术,0.9572653389844616,76.0,0.08949416342412451,0.1559322033898305,0.009091779589653015,0.055991041433370664,0.10319917440660477,0.004904130473732948,0.02654867256637168,0.05118483412322274,0.0019480091286823153,0.01962809917355372,0.03825503355704698,0.0012661416549235582,0.014245679588977114,0.02799449288664525,0.0007518291822634637,0.00879924191146609,0.01741926839072759,0.0003505779313854873,0.004745203218485661,0.0094410617773825,0.0001222603750647977,0.574468085106383,0.35526315789473684,0.14599435331382019,0.43902439024390244
13,办公场所_公司,0.9808112425182658,195.0,0.30952380952380953,0.4083769633507854,0.07367739081382751,0.27429805615550756,0.3860182370820669,0.052813928574323654,0.21642969984202212,0.3309178743961353,0.03446003049612045,0.13412408759124086,0.22773044151820296,0.015238256193697453,0.09448818897637795,0.16901408450704222,0.00866951234638691,0.06561264822134387,0.1218348623853211,0.004896733909845352,0.05267883867105657,0.09954751131221719,0.0033211316913366318,0.4842105263157895,0.4717948717948718,0.1993134737295824,0.4779220779220779
14,办公场所_医院,0.9695863104592282,332.0,0.26490066225165565,0.3679852805887765,0.07010269910097122,0.22291021671826625,0.3320522674865488,0.049333084374666214,0.18174726989079562,0.28872366790582404,0.031590573489665985,0.13628899835796388,0.23066234367762856,0.01868000626564026,0.09564904710535778,0.17089624156761965,0.010042015463113785,0.06552442695068303,0.12169425929907546,0.005355815403163433,0.03313753740441095,0.06392303580972743,0.001874308567494154,0.4298245614035088,0.4427710843373494,0.25802976265753835,0.4362017804154303
15,办公场所_工厂,0.9818525520691271,260.0,0.5777777777777777,0.5886792452830188,0.20246610045433044,0.44591029023746703,0.5289514866979655,0.09493374824523926,0.30082644628099175,0.4208092485549133,0.03969654068350792,0.21035598705501618,0.3285593934288121,0.021024441346526146,0.11040339702760085,0.19402985074626866,0.007222728803753853,0.07887223411848679,0.14435009797517961,0.00421162648126483,0.04784297689634022,0.09085614443797321,0.001988096861168742,0.6543778801843319,0.5461538461538461,0.31972465534574973,0.5953878406708596
16,动植物_兔貂,0.978614082448698,57.0,0.13157894736842105,0.21671826625386995,0.006775858346372843,0.0987012987012987,0.17194570135746606,0.0040855505503714085,0.05121638924455826,0.09546539379474939,0.0019496026216074824,0.04240631163708087,0.08029878618113913,0.0014446574496105313,0.016886930983847283,0.03308162531463502,0.0005009300075471401,0.01185866408518877,0.023394604917641445,0.00032524848938919604,0.009102047960791178,0.01802426343154246,0.0002371755545027554,0.9090909090909091,0.3508771929824561,0.5689450197349744,0.5063291139240507
17,动植物_其他,0.9761093783178159,1492.0,0.5179190751445086,0.5561762880198634,0.2804205119609833,0.4627862595419847,0.5406911928651058,0.20567022264003754,0.4051958123303606,0.5133873741095554,0.1355382651090622,0.3456904541241891,0.4732501585958976,0.08375823497772217,0.2857142857142857,0.42108975489331685,0.04892992228269577,0.23173849525200876,0.3642365097588978,0.02773830108344555,0.16980654950056898,0.2857142857142857,0.01345908548682928,0.580945558739255,0.5435656836461126,0.3898667231353865,0.5616343490304709
18,动植物_多肉盆栽,0.9448578475953441,63.0,0.12709030100334448,0.20994475138121543,0.010219665244221687,0.09213483146067415,0.16141732283464566,0.005609328858554363,0.07086614173228346,0.12893982808022922,0.003528399160131812,0.04780876494023904,0.08997188378631678,0.0020315381698310375,0.011949390815370197,0.023551142923112448,0.0004065663379151374,0.004463178775105381,0.008880118401578688,0.00014269014354795218,0.0017782492044674612,0.003549522059968241,4.038733823108487e-05,0.6666666666666666,0.31746031746031744,0.3998559004264404,0.43010752688172044
19,动植物_宠物鼠,0.9810644153324558,213.0,0.8657718120805369,0.7127071823204421,0.5688993334770203,0.8424242424242424,0.7354497354497354,0.5244746208190918,0.8064516129032258,0.7518796992481203,0.355637788772583,0.7373271889400922,0.7441860465116279,0.19919878244400024,0.671875,0.7334754797441364,0.09997105598449707,0.441747572815534,0.5824,0.022348688915371895,0.20253164556962025,0.330749354005168,0.00457863649353385,0.7860696517412935,0.7417840375586855,0.28996425508693013,0.7632850241545893
