,name,auc,nums,reca_@precision=0.6,f1_s_@precision=0.6,thre_@precision=0.6,reca_@precision=0.65,f1_s_@precision=0.65,thre_@precision=0.65,reca_@precision=0.7,f1_s_@precision=0.7,thre_@precision=0.7,reca_@precision=0.75,f1_s_@precision=0.75,thre_@precision=0.75,reca_@precision=0.8,f1_s_@precision=0.8,thre_@precision=0.8,reca_@precision=0.85,f1_s_@precision=0.85,thre_@precision=0.85,reca_@precision=0.9,f1_s_@precision=0.9,thre_@precision=0.9,precison_bset,recall_best,thresh_best,f1_score_best
0,事故_交通事故,0.9722065572943608,253.0,0.14624505928853754,0.23566878980891717,0.5685390830039978,0.1422924901185771,0.23376623376623376,0.5870400071144104,0.08300395256916997,0.14840989399293286,0.7037423849105835,0.03557312252964427,0.06792452830188679,0.8155336976051331,0.03557312252964427,0.06818181818181818,0.8205908536911011,0.03557312252964427,0.06844106463878327,0.824396014213562,0.03557312252964427,0.06844106463878327,0.824396014213562,0.4072164948453608,0.31225296442687744,0.2644534761593794,0.3534675615212528
1,事故_自然灾害,0.9144224493500274,240.0,0.0,0.0,0.8358819484710693,0.0,0.0,0.8358819484710693,0.0,0.0,0.8358819484710693,0.0,0.0,0.8358819484710693,0.0,0.0,0.8358819484710693,0.0,0.0,0.8358819484710693,0.0,0.0,0.8358819484710693,0.13032581453634084,0.21666666666666667,0.025076458509933036,0.162754303599374
2,人物_女性,0.982541770456979,11619.0,0.9335571047422325,0.7305114994780618,0.063050776720047,0.9164299853687925,0.7605714285714287,0.09707152098417282,0.8949995696703675,0.7856009669864773,0.14948034286499023,0.86857733023496,0.8049451645064806,0.2279813438653946,0.8324296411050865,0.8158926989750729,0.3528265058994293,0.7797572940872709,0.8133949813709207,0.526753842830658,0.7030725535760393,0.789466054602561,0.738254964351654,0.826880870862962,0.8106549617006628,0.42998496125459257,0.8186875271621034
3,人物_小孩,0.9710667021325006,2998.0,0.7511674449633089,0.667160420678418,0.1252082884311676,0.7198132088058706,0.683127572016461,0.17178726196289062,0.6911274182788526,0.6955354145686472,0.23318640887737274,0.6594396264176118,0.7018104366347178,0.31972458958625793,0.6210807204803203,0.6993427230046949,0.4357089698314667,0.5737158105403602,0.6851224855606454,0.584285318851471,0.48999332888592395,0.6345572354211663,0.7987643480300903,0.7423791821561339,0.6661107404936625,0.2999884597012725,0.7021800281293952
4,人物_男性,0.9581482549211385,6269.0,0.6118998245334184,0.6059074395830043,0.3405418395996094,0.5426702823416812,0.5915492957746479,0.4628959596157074,0.4804594034136226,0.5698609403083909,0.5820043683052063,0.40437071303238153,0.5254430510933776,0.7062647342681885,0.33625777635986603,0.47349505840071887,0.8071510791778564,0.26064763120114853,0.3989744841899647,0.892356812953949,0.1831233051523369,0.30434782608695654,0.9483478665351868,0.5699030490375158,0.6469931408518105,0.27990594326360907,0.606006275212909
5,人物_老人,0.9615531312104928,762.0,0.3136482939632546,0.4120689655172414,0.38842734694480896,0.2637795275590551,0.37535014005602235,0.490261971950531,0.24146981627296588,0.35937499999999994,0.5670530796051025,0.21391076115485563,0.33299284984678246,0.6341275572776794,0.15485564304461943,0.25962596259625964,0.7519568204879761,0.13385826771653545,0.23129251700680276,0.8110740780830383,0.08005249343832022,0.1471652593486128,0.9201645255088806,0.4778761061946903,0.4251968503937008,0.20992990515213591,0.45000000000000007
6,兴趣爱好_书法,0.9682121841848297,293.0,0.24573378839590443,0.3486682808716707,0.5116555690765381,0.22866894197952217,0.3383838383838384,0.553398847579956,0.19795221843003413,0.30933333333333335,0.6155491471290588,0.18771331058020477,0.3005464480874317,0.6509252786636353,0.14334470989761092,0.2434782608695652,0.7425210475921631,0.11945392491467577,0.20958083832335328,0.7777482271194458,0.06825938566552901,0.12698412698412698,0.8788248300552368,0.4458874458874459,0.3515358361774744,0.31669218073616434,0.39312977099236646
7,兴趣爱好_写作,0.9510868213830851,503.0,0.10536779324055666,0.1793570219966159,0.42460644245147705,0.07952286282306163,0.14184397163120566,0.4801356792449951,0.0775347912524851,0.13978494623655915,0.5008962154388428,0.0536779324055666,0.10018552875695733,0.5742562413215637,0.039761431411530816,0.07575757575757576,0.619360625743866,0.015904572564612324,0.031249999999999997,0.7179684638977051,0.0019880715705765406,0.003968253968253968,0.809362530708313,0.29974811083123426,0.23658051689860835,0.15702422129930124,0.2644444444444444
8,兴趣爱好_手工,0.97379908649382,638.0,0.3793103448275862,0.46493756003842457,0.4054553806781769,0.34796238244514105,0.4535240040858018,0.4827815890312195,0.2962382445141066,0.41629955947136565,0.6015124320983887,0.219435736677116,0.33980582524271846,0.7329666614532471,0.1614420062695925,0.2689295039164491,0.8439778089523315,0.10031347962382445,0.17952314165497896,0.9221513271331787,0.0877742946708464,0.16,0.9383925199508667,0.5879732739420935,0.41379310344827586,0.3580289447405705,0.48574057037718493
9,兴趣爱好_摄影,0.9419122134220572,447.0,0.1342281879194631,0.21937842778793418,0.4788963496685028,0.116331096196868,0.19734345351043642,0.5595639944076538,0.10961968680089486,0.1895551257253385,0.5997646450996399,0.058165548098434,0.1081081081081081,0.7599813938140869,0.049217002237136466,0.09282700421940929,0.7906308770179749,0.03803131991051454,0.0728051391862955,0.8279863595962524,0.008948545861297539,0.017738359201773836,0.9337865710258484,0.3102766798418972,0.3512304250559284,0.12899722233969604,0.32948583420776495
10,兴趣爱好_绘画,0.9541767131012053,782.0,0.4258312020460358,0.49813014210919965,0.352387934923172,0.39258312020460356,0.48963317384370014,0.4279724657535553,0.36828644501278773,0.48281642917015927,0.5035291910171509,0.3273657289002558,0.45592163846838824,0.6135704517364502,0.2915601023017903,0.42736644798500467,0.6903223991394043,0.23017902813299232,0.36253776435045315,0.8179068565368652,0.149616368286445,0.2565789473684211,0.9273928999900818,0.5749588138385503,0.4462915601023018,0.30991838629116863,0.5025197984161268
11,兴趣爱好_鉴宝,0.9921383396526988,601.0,0.8435940099833611,0.7012448132780084,0.11966775357723236,0.8186356073211315,0.7251289609432572,0.17018623650074005,0.7886855241264559,0.7417840375586855,0.2736993432044983,0.757071547420965,0.7539353769676884,0.3883167505264282,0.7138103161397671,0.7546174142480212,0.5742786526679993,0.6239600665557404,0.7197696737044146,0.8063820004463196,0.5607321131447587,0.6912820512820513,0.9027015566825867,0.8048780487804879,0.7138103161397671,0.5899786892520338,0.7566137566137566
12,兴趣爱好_魔术,0.9572653389844616,76.0,0.35526315789473684,0.4462809917355372,0.14646410942077637,0.3026315789473684,0.4144144144144144,0.27968451380729675,0.13157894736842105,0.2222222222222222,0.5876075029373169,0.13157894736842105,0.2247191011235955,0.5929964780807495,0.13157894736842105,0.22727272727272727,0.6243582963943481,0.11842105263157894,0.20930232558139536,0.6863022446632385,0.11842105263157894,0.20930232558139536,0.6863022446632385,0.574468085106383,0.35526315789473684,0.14599435331382019,0.43902439024390244
13,办公场所_公司,0.9808112425182658,195.0,0.24102564102564103,0.3443223443223443,0.5228941440582275,0.24102564102564103,0.352059925093633,0.5455225706100464,0.07692307692307693,0.1388888888888889,0.8733424544334412,0.07179487179487179,0.13145539906103285,0.8987470865249634,0.06666666666666667,0.12322274881516589,0.9044182896614075,0.05128205128205128,0.09756097560975609,0.9253377914428711,0.05128205128205128,0.09756097560975609,0.9253377914428711,0.4842105263157895,0.4717948717948718,0.1993134737295824,0.4779220779220779
14,办公场所_医院,0.9695863104592282,332.0,0.2620481927710843,0.36477987421383645,0.6033804416656494,0.22590361445783133,0.33557046979865773,0.6826844811439514,0.18373493975903615,0.29116945107398573,0.7533155083656311,0.12951807228915663,0.22107969151670953,0.8356623649597168,0.0963855421686747,0.17204301075268819,0.8921041488647461,0.06626506024096386,0.12324929971988796,0.9207761883735657,0.015060240963855422,0.02967359050445104,0.9787883758544922,0.4298245614035088,0.4427710843373494,0.25802976265753835,0.4362017804154303
